+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.503176
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.275633 (72.121473 ms, 56793 tok/s)
step   25/74: train loss 3.708314 (70.595332 ms, 58020 tok/s)
step   26/74: train loss 3.545746 (70.575722 ms, 58036 tok/s)
step   27/74: train loss 3.843647 (70.597702 ms, 58018 tok/s)
step   28/74: train loss 3.444446 (70.576660 ms, 58036 tok/s)
step   29/74: train loss 3.320724 (70.596612 ms, 58019 tok/s)
step   30/74: train loss 3.277380 (70.613232 ms, 58006 tok/s)
step   31/74: train loss 3.155461 (70.584531 ms, 58029 tok/s)
step   32/74: train loss 3.448964 (70.581571 ms, 58032 tok/s)
step   33/74: train loss 3.568654 (70.596571 ms, 58019 tok/s)
step   34/74: train loss 3.488492 (70.606012 ms, 58012 tok/s)
step   35/74: train loss 3.725131 (70.599342 ms, 58017 tok/s)
step   36/74: train loss 3.376713 (70.563320 ms, 58047 tok/s)
step   37/74: train loss 3.203546 (70.601382 ms, 58015 tok/s)
step   38/74: train loss 3.169234 (70.584710 ms, 58029 tok/s)
step   39/74: train loss 3.609205 (70.591451 ms, 58024 tok/s)
step   40/74: train loss 3.084589 (70.591552 ms, 58023 tok/s)
step   41/74: train loss 3.838004 (70.587530 ms, 58027 tok/s)
step   42/74: train loss 3.365775 (70.603601 ms, 58014 tok/s)
step   43/74: train loss 3.355258 (70.604772 ms, 58013 tok/s)
step   44/74: train loss 3.426905 (70.592491 ms, 58023 tok/s)
step   45/74: train loss 3.615254 (70.602892 ms, 58014 tok/s)
step   46/74: train loss 3.125123 (70.618981 ms, 58001 tok/s)
step   47/74: train loss 3.467535 (70.598071 ms, 58018 tok/s)
step   48/74: train loss 3.975804 (70.589171 ms, 58025 tok/s)
step   49/74: train loss 3.230803 (70.597722 ms, 58018 tok/s)
step   50/74: train loss 3.419143 (70.591632 ms, 58023 tok/s)
step   51/74: train loss 3.758774 (70.573640 ms, 58038 tok/s)
step   52/74: train loss 3.768385 (70.590751 ms, 58024 tok/s)
step   53/74: train loss 3.413518 (70.592172 ms, 58023 tok/s)
step   54/74: train loss 3.389711 (70.573200 ms, 58039 tok/s)
step   55/74: train loss 3.275439 (70.612802 ms, 58006 tok/s)
step   56/74: train loss 3.257202 (70.600252 ms, 58016 tok/s)
step   57/74: train loss 3.023944 (70.576000 ms, 58036 tok/s)
step   58/74: train loss 3.481205 (70.592603 ms, 58023 tok/s)
step   59/74: train loss 3.274665 (70.564131 ms, 58046 tok/s)
step   60/74: train loss 3.496501 (70.614141 ms, 58005 tok/s)
step   61/74: train loss 3.210489 (70.594380 ms, 58021 tok/s)
step   62/74: train loss 3.455125 (70.606913 ms, 58011 tok/s)
step   63/74: train loss 3.373037 (70.612322 ms, 58006 tok/s)
step   64/74: train loss 3.407238 (70.598421 ms, 58018 tok/s)
step   65/74: train loss 3.584358 (70.615422 ms, 58004 tok/s)
step   66/74: train loss 3.028456 (70.607393 ms, 58010 tok/s)
step   67/74: train loss 3.296006 (70.616372 ms, 58003 tok/s)
step   68/74: train loss 3.680911 (70.617592 ms, 58002 tok/s)
step   69/74: train loss 3.300771 (70.583022 ms, 58030 tok/s)
step   70/74: train loss 3.655335 (70.597051 ms, 58019 tok/s)
step   71/74: train loss 3.567544 (70.601912 ms, 58015 tok/s)
step   72/74: train loss 3.740661 (70.599633 ms, 58017 tok/s)
step   73/74: train loss 3.828813 (70.584441 ms, 58029 tok/s)
step   74/74: train loss 3.379402 (70.611384 ms, 58007 tok/s)
val loss 3.497183
generating:
---

---
total average iteration time: 70.615507 ms
